,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A3ExpectedAnnualDamage,A3ExpectedNumberofDeaths,A3DikeInvestmentCosts,A5ExpectedAnnualDamage,A5ExpectedNumberofDeaths,A5DikeInvestmentCosts,Total_Dike_Investment,Total_Expected_Annual_Damage,Total_Expected_Number_of_Deaths
10,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,3,9,2,3,7,2,3,3,3,0,9,1,6,10,3,0.0,0.0,363394172.90330887,25753174.499564134,0.012237753183096787,6218571390.76997,14427005895.829453,25753174.499564134,0.012237753183096787
11,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,4,2,7,4,0,9,8,3,0,1,3,7,4,3,2,0,11424953.559446039,0.0020017966561938477,115022866.46918082,120818449.92190051,0.014417450615206447,187300709.3375383,12779740472.437178,134982829.5870615,0.01688209231861455
12,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,2,9,10,8,10,2,8,3,6,0,7,2,6,5,3,8,1311256.4979390327,0.0005135836246773299,447418520.05922735,119262047.54995312,0.019617172115468814,3285239115.617517,77889784829.49734,120573304.04789215,0.020130755740146142
13,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,3,7,5,8,10,6,3,4,5,0,6,7,2,1,9,7,5206677.518498859,0.0016531122853587592,402194567.8965126,245873841.79464102,0.035500652526604254,4017383404.85689,28972612429.87403,251080519.3131399,0.037153764811963017
14,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,4,3,2,10,7,9,4,1,1,0,5,1,5,5,8,9,120935421.58788575,0.029497755041002,62865075.42438113,20810811.991139777,0.0032176658377296584,11848415683.816702,33267604938.648773,141746233.57902554,0.03271542087873166
15,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,2,6,2,1,3,7,1,0,3,5,9,9,5,0,1,27663246.025226872,0.045552020552274565,108471584.05375126,76605881.79496866,0.06911688316696572,300705646.33337766,11416601023.196995,104269127.82019554,0.1146689037192403
16,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,7,7,6,3,9,5,9,10,1,10,8,10,4,3,1,0.0,0.0,6491290452.875393,101751948.50763458,0.11279749204159444,437832255.10163206,46147875039.260315,101751948.50763458,0.11279749204159444
17,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,4,8,2,7,6,5,2,4,8,7,6,2,4,6,6,1,0.0,0.0,3667543435.628981,51874374.33037081,0.008260733120058188,1502826032.5919678,15504820510.262377,51874374.33037081,0.008260733120058188
18,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,3,2,0,7,5,1,1,3,8,5,6,7,8,2,5,0,8958438.356632132,0.0028164373929347036,1882241741.2863693,300933657.1347891,0.040055803198519764,360082630.87449336,8625372062.32332,309892095.4914212,0.04287224059145447
19,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,4,5,6,4,10,1,4,9,1,5,9,6,9,7,6,0,0.0,0.0,1705994392.7101345,13197187.975971926,0.002115026859031029,1559787367.4809575,20656591129.657578,13197187.975971926,0.002115026859031029
20,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,4,5,2,5,8,1,2,7,2,7,1,0,7,3,6,2,0.0,0.0,2038240807.5075984,92917326.98384757,0.0138524078336774,898130348.6742885,7405398170.792798,92917326.98384757,0.0138524078336774
21,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,2,3,8,9,7,8,9,2,3,5,4,9,10,4,6,4,27006334.475402918,0.009979741624934585,493672642.71299946,63400492.36179962,0.012170550220345015,1538644281.7745562,63045033444.05935,90406826.83720253,0.0221502918452796
22,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,4,10,9,1,9,5,10,2,9,10,4,8,0,10,5,3,31783154.57064395,0.009841765523540854,8146978968.439579,0.0,0.0,3950030286.4561396,70718937501.69284,31783154.57064395,0.009841765523540854
23,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,4,2,4,4,1,8,4,5,1,5,0,1,9,2,0,8,21624322.46985846,0.005286371873226766,640245322.4643734,614119100.887722,0.06144286498541993,1101454806.6887455,6607420197.37931,641050086.8352553,0.0675980821925513
24,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,3,6,4,5,8,4,9,3,3,2,5,3,4,0,8,0,8958438.356632132,0.0028164373929347036,299996087.6075691,298503624.3644313,0.04098944251772117,745550692.4448036,24478558212.02902,307462062.72106344,0.043805879910655876
25,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,3,8,3,8,2,3,8,8,0,5,9,10,5,5,3,8,0.0,0.0,1096391900.9676561,60302552.65471743,0.00816894539346564,3285239115.617517,27376343850.659462,60302552.65471743,0.00816894539346564
26,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,10,9,0,7,6,6,8,6,9,1,6,2,8,4,2,0.0,0.0,9295760546.38181,1179722.0639347765,0.0015772364023430151,1722073606.9031723,36714086300.91745,1179722.0639347765,0.0015772364023430151
27,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,4,1,5,10,1,5,2,1,2,0,2,8,7,0,4,2,142807451.31603688,0.037579975420238304,81101963.466326,527020804.3603149,0.05940996726357439,254677545.10031864,13679557236.731441,672632253.7715322,0.09747430586469258
28,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,4,10,5,2,7,0,8,2,0,0,0,6,5,3,9,9,84021949.51063143,0.018721218720607086,44215020.369581826,88232346.01975963,0.013300098475385488,10310983004.766508,23706469061.775963,172254295.53039104,0.03202131719599258
29,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,10,10,3,6,7,5,1,8,7,9,8,4,5,3,5305217.263965792,0.01425249095692541,1613139533.8223443,144530105.86608976,0.1738836897083603,975981545.6618888,43736132641.29979,149835323.13005555,0.1881361806652857
30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,8,10,9,7,3,4,2,0,6,0,1,10,10,2,10790143.59952539,0.004316996962664628,188496659.39674288,0.0,0.0,12250746814.536873,47971500659.38392,10790143.59952539,0.004316996962664628
31,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,8,10,10,0,8,1,9,0,7,5,8,7,10,1,14012681.231327299,0.03558378431597293,919047792.4773165,1017591.8247781631,0.0013412320021006022,6519200629.7522545,40888868593.85797,15030273.056105463,0.03692501631807353
32,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,3,10,9,9,4,0,4,4,0,6,5,9,3,9,6,2,0.0,0.0,551511590.9801772,10242107.834526708,0.0016771018735096217,3326917482.6085434,82600336315.32288,10242107.834526708,0.0016771018735096217
33,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,4,5,7,6,4,5,8,6,8,10,3,5,9,5,0,0.0,0.0,6730350105.468611,1450489.2128389059,0.0019739719253133808,2093878049.8129964,20057938405.338413,1450489.2128389059,0.0019739719253133808
34,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,9,5,0,10,9,2,6,2,1,8,4,0,2,2,8,0.0,0.0,461179125.9984882,247477119.89169067,0.08259669031036421,1599485322.8410616,24904125681.923702,247477119.89169067,0.08259669031036421
35,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,9,2,2,10,5,8,10,7,4,2,0,0,7,1,1,0.0,0.0,4719859781.003436,31700161.16499191,0.011129748034686776,755529149.7054759,33011907365.203487,31700161.16499191,0.011129748034686776
36,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,10,9,3,2,9,9,8,7,5,8,4,5,5,5,0,0.0,0.0,3726811481.4257026,98486309.03207962,0.04325825406738483,715502877.4412677,43997673984.393585,98486309.03207962,0.04325825406738483
37,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,2,0,1,3,7,1,4,6,6,2,9,6,10,10,10,0,0.0,0.0,1190713569.1047788,0.0,0.0,10575888772.785257,26320373192.774574,0.0,0.0
38,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,7,3,9,2,2,9,8,0,2,10,8,3,8,4,3,0.0,0.0,677939404.1893413,20524250.34081214,0.027737254420659805,1968513308.1289625,25545560000.52049,21253121.253553506,0.028797918458840024
39,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,10,10,8,3,1,4,4,6,10,3,7,3,0,4,1,1338248.6761209308,0.0012752482924934644,6510964770.679047,388037047.35001665,0.13931407574310425,212577420.5308448,77630615723.30473,389375296.0261376,0.1405893240355977
40,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,2,0,1,8,0,6,1,1,5,1,0,9,0,1,5,5,29886167.390784733,0.011191673663764487,289109803.69603,332832132.85461164,0.05261654222772259,883071224.5894237,4484381419.130175,367507840.9543753,0.06481855627876926
41,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,4,9,6,3,10,10,1,7,5,0,1,5,5,4,7,7,0.0,0.0,839362010.2240314,65267132.20592696,0.01006265966446668,4260291892.3586655,36234463757.2294,65267132.20592696,0.01006265966446668
42,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,3,3,10,7,4,9,4,8,6,1,5,5,9,0,2,5,0.0,0.0,1691349126.4868743,675612192.7993958,0.06979427639854426,360082630.87449336,27905020661.379726,675612192.7993958,0.06979427639854426
43,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,6,6,0,9,7,3,6,1,3,9,4,5,4,6,1282324.4537493421,0.0033144647663707837,578042097.2585682,20707162.110049535,0.02666356742992042,2030376989.7396848,13192890211.574368,24728912.66951381,0.033835074256410004
44,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,3,7,1,0,5,4,2,8,2,3,0,9,4,0,0,3,0.0,0.0,1039320512.8521942,902297649.434597,0.09436137540650369,90999229.1305994,4642097344.0339,903597501.7362108,0.09448202499191358
45,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,5,10,8,7,0,3,5,0,5,6,5,2,6,6,7,0.0,0.0,508556882.29971224,25753174.499564134,0.012237753183096787,4951643057.679732,36339880743.44323,25753174.499564134,0.012237753183096787
46,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,5,3,7,7,3,0,8,0,5,10,3,7,3,3,2,0.0,0.0,1096391900.9676561,296521203.57664555,0.11122082054367352,401043593.0371713,10964406531.245281,296521203.57664555,0.11122082054367352
47,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,4,8,2,7,3,4,9,0,10,8,1,6,6,9,8,4,211578762.11729395,0.06128372279539611,3838554573.7387314,0.0,0.0,6945004212.010696,26878083407.343155,211578762.11729395,0.06128372279539611
48,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,7,1,3,3,5,3,6,5,9,9,2,5,7,8,0,0.0,0.0,5426474765.987253,4262619.403770519,0.00565903645977405,2912629906.135638,12900271542.876453,4262619.403770519,0.00565903645977405
49,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,3,7,1,6,10,7,9,0,0,1,8,10,0,6,9,0,55506542.65500741,0.011699392674983693,28798397.130608946,24264622.51271517,0.003818892991457823,3384194725.190052,58670756150.76839,79771165.16772258,0.015518285666441516
50,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,10,5,4,5,1,8,0,2,8,3,5,6,8,2,4,636395266.547148,1.3228381264663764,755643918.5515084,0.0,0.0,1723870545.9233398,17108581048.138607,636395266.547148,1.3228381264663764
51,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,3,9,1,1,0,1,1,0,1,8,0,4,4,4,1,4,306705525.5244637,0.07311525124642115,630207544.3141823,75703448.05572027,0.008363828312593538,538626916.3501854,4447103303.662125,392775735.98025453,0.08277948902400398
52,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,4,6,9,10,4,4,5,8,4,4,5,3,10,4,5,5314175.422644602,0.00514649309798559,2236199576.51682,4437400.43711973,0.002183058870452074,4683454761.802971,29484300476.54449,9751575.859764332,0.007329551968437664
53,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,2,5,3,3,9,8,5,2,4,6,2,1,10,7,2,2,19979204.558841288,0.007800507800252954,815966712.2637081,10089051.528978987,0.0017268990948055996,948464659.4735034,20734139153.282013,30068256.087820277,0.009527406895058554
