,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR Total Costs,Total_Expected_Annual_Damage,Total_Dike_Investment_Costs,Total_Expected_Number_of_Deaths
2854,97,180.3417243501964,1.0,0.2791446235431383,140.329865141737,1.0,0.5809213684255351,210.4014292211301,1.0,0.1159078765974516,52.88336579031965,10.0,0.7602645535735164,311.85067186184887,1.5,0.1267926671077979,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2854,Base Case,dikesnet,3647164979.4920025,0,1.7925348732628992,0.0,0,0.0,1053309053.7435926,0,1.287802864677512,0.0,0,0.0,0.0,0,0.0,0.0,4700474033.235595,0,3.080337737940411
4888,34,79.9450556390336,10.0,0.3061283253196258,98.19268563206246,1.0,0.7132785525206781,297.1444198985829,10.0,0.0104008783050312,57.668435848753,1.0,0.8110627428489484,127.75913677629438,10.0,0.5663382275630195,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4888,Base Case,dikesnet,2787706636.236767,0,1.810772720070565,8900000.019611407,0,0.0083395707988479,1885076690.302768,0,3.048012393349308,0.0,0,0.0,0.0,0,0.0,0.0,4681683326.559146,0,4.867124684218721
1088,60,129.44249805074088,1.0,0.3362570246655906,69.88590326168534,1.0,0.68637879595021,309.3591881667795,10.0,0.027845278918771,274.1598172222717,10.0,0.95944992061295,161.91468413746762,1.0,0.4452966784565152,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,Base Case,dikesnet,2788679346.6355324,0,1.8115643471221872,0.0,0,0.0,1881549614.4336588,0,3.038713916763049,0.0,0,0.0,0.0,0,0.0,0.0,4670228961.069191,0,4.850278263885237
8015,92,248.63064010992704,1.0,0.2777552269095528,36.51546592591402,1.5,0.1694154789813402,102.97217144406302,1.0,0.1013301752549703,326.3627300820787,1.5,0.2653716982010154,44.85833611164833,1.0,0.4918762431747903,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8015,Base Case,dikesnet,3311884945.335643,0,1.754561144638383,65215085.2748366,0,0.0459397950529623,1278546263.8936467,0,1.6737273589356778,0.0,0,0.0,0.0,0,0.0,0.0,4655646294.504126,0,3.474228298627023
7308,5,260.42852853043973,1.0,0.3342946182751538,95.7695263011165,1.5,0.5038729659982718,78.03080087812262,1.5,0.0490162953222124,60.11887261638293,10.0,0.8863186151523791,166.82895873798995,10.0,0.9579792385724266,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7308,Base Case,dikesnet,2697248917.742016,0,1.667984982287448,0.0,0,0.0,1958038952.3761213,0,3.0026238111986707,0.0,0,0.0,0.0,0,0.0,0.0,4655287870.118137,0,4.670608793486119
7301,63,119.47480620915506,10.0,0.2884456707519,253.245391960334,10.0,0.1115233932553294,311.694613014168,1.5,0.0532595994041444,343.38371737417555,10.0,0.6484974366337101,329.6905538684393,10.0,0.3743154116338027,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7301,Base Case,dikesnet,2605666784.6459336,0,1.7790256451297737,281318391.6292188,0,0.2499490089670881,1746656728.4910643,0,2.940594564377607,0.0,0,0.0,0.0,0,0.0,0.0,4633641904.766216,0,4.969569218474469
140,8,311.2142713369247,10.0,0.3355983293958409,51.01985431934039,1.5,0.700309321547402,143.0666109504987,10.0,0.1537452238174185,148.0376397048619,1.0,0.219264827573321,106.18554308424328,1.0,0.8274550172873045,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,Base Case,dikesnet,2821199475.4990807,0,1.743989823724088,0.0,0,0.0,1801943138.955109,0,2.7606348542665526,0.0,0,0.0,0.0,0,0.0,0.0,4623142614.454189,0,4.504624677990641
9351,101,265.6595908531932,10.0,0.3152318399140262,131.28370252293416,10.0,0.6206490507822227,116.72881373879058,1.5,0.0523534855915654,49.4672249389798,1.5,0.2200716253008719,315.2531381929288,1.5,0.2205775865405242,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9351,Base Case,dikesnet,2768739567.256096,0,1.7953469097266412,0.0,0,0.0,1837742048.9895327,0,2.928602929632917,0.0,0,0.0,0.0,0,0.0,0.0,4606481616.245629,0,4.723949839359558
3631,103,170.56456725998328,10.0,0.2891627603050327,240.9338731176854,10.0,0.4996634635234585,296.84783333336503,1.5,0.0076100713350776,155.08355206522518,1.5,0.7751273612612767,292.36827141548576,1.5,0.4178505203387889,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3631,Base Case,dikesnet,2759791074.76935,0,1.788069927766681,0.0,0,0.0,1832058728.8100047,0,2.9143259827716514,0.0,0,0.0,0.0,0,0.0,0.0,4591849803.579355,0,4.702395910538332
9204,77,330.616024685708,1.0,0.327542656855001,259.0034711591123,1.0,0.6908634254982622,236.7546050861319,1.5,0.0788511959969936,301.03182993635903,1.0,0.1710335729612479,59.43737853168943,10.0,0.6351186977415826,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9204,Base Case,dikesnet,2729214523.290784,0,1.7632093375429798,0.0,0,0.0,1852020029.441021,0,2.964470338427933,0.0,0,0.0,0.0,0,0.0,0.0,4581234552.731805,0,4.727679675970913
3460,86,66.79731072919638,1.0,0.3221825318391038,103.73642610083527,1.0,0.549382785930802,87.52442021463602,1.0,0.0719536332516385,188.01438384380947,1.0,0.7123063270995309,255.07584729703237,1.0,0.0239801987199566,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460,Base Case,dikesnet,2570370732.6254296,0,1.7887661783706197,20970281.52258581,0,0.0209474582653998,1785604534.7308192,0,3.130018547629249,0.0,0,0.0,194028312.024551,0,0.1672580302578099,0.0,4570973860.903386,0,5.106990214523079
1778,81,142.99308308321633,10.0,0.3501620472466671,61.92380336672675,10.0,0.5673096826504344,149.92164806292303,10.0,0.0025273769792726,175.16073286578575,1.5,0.844144106500107,150.9819912274607,1.0,0.7665690447440903,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,Base Case,dikesnet,2554848136.3268843,0,1.591023432358278,0.0,0,0.0,1998556624.855021,0,3.099709623464623,0.0,0,0.0,0.0,0,0.0,0.0,4553404761.181906,0,4.690733055822901
7968,106,70.64416659400952,10.0,0.2966613282198233,197.36846706373257,1.0,0.1637513327348593,177.79922443086366,1.5,0.0350088588900239,143.2629273973165,1.5,0.767522401718655,310.78515677039326,1.5,0.4217316008576076,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7968,Base Case,dikesnet,2584128385.5647874,0,1.8007820612711118,197539221.28686583,0,0.1851669845178266,1745977732.2973635,0,3.0227679555211964,0.0,0,0.0,0.0,0,0.0,0.0,4527645339.149016,0,5.008717001310135
7372,127,35.23416365318872,1.5,0.339782927224121,319.08618456012266,1.0,0.4738946413028113,283.71999958290627,1.5,0.1234027802107858,237.7371594490806,10.0,0.986890493004478,101.31104713067846,1.5,0.0405761010966302,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7372,Base Case,dikesnet,2508915209.0244207,0,1.6315838256454605,61602056.31964853,0,0.0568662177977588,1946523113.597774,0,3.202415040141167,0.0,0,0.0,0.0,0,0.0,0.0,4517040378.941843,0,4.890865083584386
8875,74,256.2685997282295,1.0,0.3527311376935989,105.5121069927027,1.5,0.500001427117714,99.05288898493136,1.5,0.0588381904494743,159.0946730846581,10.0,0.9826291614203916,71.96184293206373,1.0,0.638206186998188,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8875,Base Case,dikesnet,2393477871.556817,0,1.404084108550251,0.0,0,0.0,2118734605.4086597,0,3.074551602900564,0.0,0,0.0,0.0,0,0.0,0.0,4512212476.965477,0,4.478635711450814
6509,12,209.0884385371706,1.0,0.3434833956022653,74.45454159185083,10.0,0.7576151071029767,156.17822425649075,1.5,0.0596352878286697,128.7707029011117,1.0,0.6615227482631636,122.02792535269307,10.0,0.366904764818311,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6509,Base Case,dikesnet,2537143931.933363,0,1.5772792557929105,0.0,0,0.0,1957076279.8046951,0,3.000326363009199,0.0,0,0.0,0.0,0,0.0,0.0,4494220211.738058,0,4.577605618802109
5778,93,214.749544463171,1.0,0.3764011994751266,197.62319588676291,10.0,0.8007104585761112,137.65843591167783,1.0,0.1053779461760127,259.2127795209666,1.5,0.4245109647432368,147.44740984226485,10.0,0.6613015655382168,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5778,Base Case,dikesnet,1936441175.115683,0,0.9705435009490584,0.0,0,0.0,2546635987.89854,0,3.16252289235236,0.0,0,0.0,0.0,0,0.0,0.0,4483077163.014223,0,4.1330663933014185
996,62,80.85161786739445,10.0,0.2794537491575715,274.32340627398673,10.0,0.3140188617915972,162.044805777934,1.0,0.0569750135875702,62.38442133599506,1.5,0.8214485148203063,33.4491705437446,1.5,0.8160606581232238,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,Base Case,dikesnet,2630162994.727817,0,1.8000393355904738,56610672.715385385,0,0.0538322505828687,1781531274.7514868,0,3.0330101898565958,0.0,0,0.0,0.0,0,0.0,0.0,4468304942.19469,0,4.886881776029938
1474,127,145.17279961047365,1.5,0.3547870041717905,88.7409418506806,1.0,0.2782846930051766,210.60405359096,1.5,0.068174122756833,272.3610020847672,10.0,0.1182586274735119,162.02350639266533,1.5,0.5896196345198004,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,Base Case,dikesnet,2336485733.906011,0,1.3886930836836842,27739064.725085784,0,0.0223118741185311,2099183994.9056785,0,3.103049041614645,0.0,0,0.0,0.0,0,0.0,0.0,4463408793.536776,0,4.514053999416861
